{'T1': '21.5755859375', 'T2': '21.702143892576487', 'T3': '214.88294117647058', 'P': '753.4294350124768', 'A': '2430.384585965207', 'T': '1.2247231006622314', 'H': '41.475547417410546', 'Ax': '-0.052734375', 'Ay': '-0.0048828125', 'Az': '-0.9697265625', 'Wx': '-9.404580152671755', 'Wy': '-3.786259541984733', 'Wz': '-14.412213740458014'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '220.01235294117646', 'P': '752.0037821470353', 'A': '2445.408840638086', 'T': '523.3782420158386', 'H': '0', 'Ax': '-0.0517578125', 'Ay': '-0.1162109375', 'Az': '-0.990234375', 'Wx': '-2.564885496183206', 'Wy': '-0.9770992366412213', 'Wz': '-1.2213740458015268', 'Mx': '32.86792217673427', 'My': '-47.62494846016598', 'Mz': '-29.139002081807142', 'head': '145.3888578154696'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '220.05941176470589', 'P': '752.0055041313694', 'A': '2445.631427816002', 'T': '523.7976739406586', 'H': '0', 'Ax': '-0.048828125', 'Ay': '-0.1171875', 'Az': '-0.9853515625', 'Wx': '-2.564885496183206', 'Wy': '-0.9770992366412213', 'Wz': '-1.3435114503816794', 'Mx': '32.19729498465482', 'My': '-50.97905039237012', 'Mz': '-28.36864389584038', 'head': '147.72435568542238'}
{'T1': '24.27890625', 'T2': '0', 'T3': '219.96529411764706', 'P': '752.0089481003492', 'A': '2445.2213655964124', 'T': '524.2463641166687', 'H': '0', 'Ax': '-0.048828125', 'Ay': '-0.1201171875', 'Az': '-1.0', 'Wx': '-2.687022900763359', 'Wy': '-0.9770992366412213', 'Wz': '-1.465648854961832', 'Mx': '32.19729498465482', 'My': '-47.625165498135246', 'Mz': '-27.985283843193887', 'head': '145.93909118319218'}
{'T1': '24.286328125', 'T2': '0', 'T3': '220.01235294117646', 'P': '752.0059722021002', 'A': '2445.3820356351634', 'T': '524.6671731472015', 'H': '0', 'Ax': '-0.0537109375', 'Ay': '-0.1181640625', 'Az': '-1.0146484375', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '28.17276146350738', 'My': '-50.97928264825145', 'Mz': '-27.981790243446834', 'head': '151.0735741647464'}
{'T1': '24.283984375', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9925345844474', 'A': '2445.48542356683', 'T': '525.1161460876465', 'H': '0', 'Ax': '-0.0546875', 'Ay': '-0.12109375', 'Az': '-0.98828125', 'Wx': '-2.687022900763359', 'Wy': '-0.9770992366412213', 'Wz': '-1.2213740458015268', 'Mx': '32.19758831855324', 'My': '-46.95481629789014', 'Mz': '-26.061975768191036', 'head': '145.5610106911964'}
{'T1': '24.286328125', 'T2': '0', 'T3': '219.87117647058824', 'P': '751.9773750726097', 'A': '2445.7835497720066', 'T': '525.5353410243988', 'H': '0', 'Ax': '-0.0517578125', 'Ay': '-0.1181640625', 'Az': '-0.9912109375', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.099236641221374', 'Mx': '33.53900174227069', 'My': '-50.97928264825145', 'Mz': '-30.664975609256803', 'head': '146.659292653523'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '219.91823529411764', 'P': '752.0049269111759', 'A': '2445.6278452685997', 'T': '525.9847350120544', 'H': '0', 'Ax': '-0.0712890625', 'Ay': '-0.11328125', 'Az': '-0.9912109375', 'Wx': '-2.564885496183206', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '30.184826488837594', 'My': '-51.64959199201099', 'Mz': '-27.988778315420017', 'head': '149.6973192795119'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9924049521654', 'A': '2445.445341082491', 'T': '526.422178030014', 'H': '0', 'Ax': '-0.0576171875', 'Ay': '-0.11328125', 'Az': '-0.9892578125', 'Wx': '-2.687022900763359', 'Wy': '-1.3435114503816794', 'Wz': '-1.2213740458015268', 'Mx': '30.185239048643663', 'My': '-50.30873174773944', 'Mz': '-26.445240117723255', 'head': '149.03624346792648'}
{'T1': '24.283984375', 'T2': '0', 'T3': '219.91823529411764', 'P': '751.975185259856', 'A': '2445.8468546130644', 'T': '526.8739459514618', 'H': '0', 'Ax': '-0.037109375', 'Ay': '-0.115234375', 'Az': '-0.9931640625', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '32.86822170742528', 'My': '-52.32084271794228', 'Mz': '-28.74841463367825', 'head': '147.86275101895822'}
{'T1': '24.286328125', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9720797185407', 'A': '2445.498702905168', 'T': '527.2994148731232', 'H': '0', 'Ax': '-0.0546875', 'Ay': '-0.0986328125', 'Az': '-1.0146484375', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.099236641221374', 'Mx': '29.514321533198206', 'My': '-49.63772257856062', 'Mz': '-26.831853658099703', 'head': '149.26451229807992'}
{'T1': '24.27890625', 'T2': '0', 'T3': '220.01235294117646', 'P': '751.9986161946564', 'A': '2445.4671731829917', 'T': '527.7503740787506', 'H': '0', 'Ax': '-0.0537109375', 'Ay': '-0.1171875', 'Az': '-0.9970703125', 'Wx': '-2.687022900763359', 'Wy': '-1.3435114503816794', 'Wz': '-1.3435114503816794', 'Mx': '29.514052566863423', 'My': '-48.29572238214015', 'Mz': '-28.7555941596781', 'head': '148.5704343851615'}
{'T1': '24.286328125', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9756530835823', 'A': '2445.9051914302254', 'T': '528.1782021522522', 'H': '0', 'Ax': '-0.0478515625', 'Ay': '-0.1240234375', 'Az': '-0.990234375', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '36.222451787917045', 'My': '-50.97974696077214', 'Mz': '-28.358022175974813', 'head': '144.60520415501296'}
{'T1': '24.27890625', 'T2': '0', 'T3': '219.87117647058824', 'P': '751.9920666169547', 'A': '2445.375921754821', 'T': '528.6282150745392', 'H': '0', 'Ax': '-0.05078125', 'Ay': '-0.1123046875', 'Az': '-0.9990234375', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '28.172889778734085', 'My': '-50.30873174773944', 'Mz': '-27.2117688167877', 'head': '150.75117366345305'}
{'T1': '24.286328125', 'T2': '0', 'T3': '220.01235294117646', 'P': '751.9784201409965', 'A': '2445.5219244327122', 'T': '529.0559120178223', 'H': '0', 'Ax': '-0.0498046875', 'Ay': '-0.1162109375', 'Az': '-0.9921875', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.099236641221374', 'Mx': '32.19700148287771', 'My': '-48.96627308854318', 'Mz': '-28.375729464019933', 'head': '146.6737103128848'}
{'T1': '24.2888671875', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9714029046022', 'A': '2445.649678494463', 'T': '529.5144701004028', 'H': '0', 'Ax': '-0.0537109375', 'Ay': '-0.1181640625', 'Az': '-0.9912109375', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '30.855741026960864', 'My': '-46.28361154044129', 'Mz': '-26.835203685254413', 'head': '146.30993247402023'}
{'T1': '24.2939453125', 'T2': '0', 'T3': '219.87117647058824', 'P': '752.0011445703291', 'A': '2445.7141293557484', 'T': '529.9329798221588', 'H': '0', 'Ax': '-0.0595703125', 'Ay': '-0.1162109375', 'Az': '-1.0029296875', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.099236641221374', 'Mx': '32.19744167257986', 'My': '-50.308502613406034', 'Mz': '-27.215165853215414', 'head': '147.3807569288072'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '219.91823529411764', 'P': '751.9662369788513', 'A': '2445.509788414621', 'T': '530.3848760128021', 'H': '0', 'Ax': '-0.0546875', 'Ay': '-0.115234375', 'Az': '-0.9931640625', 'Wx': '-2.8091603053435112', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '30.855741026960864', 'My': '-46.95438851928827', 'Mz': '-27.218563737900904', 'head': '146.6893691754392'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '220.01235294117646', 'P': '751.9679589539977', 'A': '2445.6665435425502', 'T': '530.8116810321808', 'H': '0', 'Ax': '-0.0537109375', 'Ay': '-0.115234375', 'Az': '-0.9892578125', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '32.86822170742528', 'My': '-50.97928264825145', 'Mz': '-29.131726828793962', 'head': '147.18863320193188'}
{'T1': '24.286328125', 'T2': '0', 'T3': '220.05941176470589', 'P': '751.9679589539977', 'A': '2445.7506313243043', 'T': '531.2677879333496', 'H': '0', 'Ax': '-0.0498046875', 'Ay': '-0.1181640625', 'Az': '-0.9921875', 'Wx': '-2.564885496183206', 'Wy': '-1.3435114503816794', 'Wz': '-1.099236641221374', 'Mx': '30.855741026960864', 'My': '-50.308273413523146', 'Mz': '-31.435524317012312', 'head': '148.47782275324133'}
{'T1': '24.286328125', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9977005756647', 'A': '2445.4292831406156', 'T': '531.6959850788116', 'H': '0', 'Ax': '-0.05078125', 'Ay': '-0.1201171875', 'Az': '-1.0', 'Wx': '-2.564885496183206', 'Wy': '-1.3435114503816794', 'Wz': '-1.3435114503816794', 'Mx': '29.513918025971233', 'My': '-51.649356545449656', 'Mz': '-29.14264107115561', 'head': '150.25511870305778'}
{'T1': '24.286328125', 'T2': '0', 'T3': '220.01235294117646', 'P': '751.9900062761023', 'A': '2445.316198156887', 'T': '532.1366481781006', 'H': '0', 'Ax': '-0.05859375', 'Ay': '-0.1162109375', 'Az': '-0.998046875', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '32.19758831855324', 'My': '-48.96716556779972', 'Mz': '-27.97829751585214', 'head': '146.6737103128848'}
{'T1': '24.283984375', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9700193541888', 'A': '2445.4124222278842', 'T': '532.5663130283356', 'H': '0', 'Ax': '-0.0556640625', 'Ay': '-0.1171875', 'Az': '-0.99609375', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.3435114503816794', 'Mx': '30.85616263415156', 'My': '-50.308960816551455', 'Mz': '-27.591589144191712', 'head': '148.47782275324133'}
{'T1': '24.27890625', 'T2': '0', 'T3': '219.96529411764706', 'P': '752.0100928838677', 'A': '2445.5645400968488', 'T': '533.0166208744049', 'H': '0', 'Ax': '-0.0556640625', 'Ay': '-0.119140625', 'Az': '-0.9970703125', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.3435114503816794', 'Mx': '30.184826488837594', 'My': '-44.94185277226931', 'Mz': '-29.139002081807142', 'head': '146.1130405359483'}
{'T1': '24.286328125', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.999760939419', 'A': '2445.4403687655004', 'T': '533.4564619064331', 'H': '0', 'Ax': '-0.0517578125', 'Ay': '-0.1181640625', 'Az': '-0.994140625', 'Wx': '-2.687022900763359', 'Wy': '-0.9770992366412213', 'Wz': '-1.2213740458015268', 'Mx': '32.86777234710433', 'My': '-50.30781481699642', 'Mz': '-29.909552678291284', 'head': '146.84207611532776'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '219.91823529411764', 'P': '751.9648534494565', 'A': '2445.938109897914', 'T': '533.8902418613434', 'H': '0', 'Ax': '-0.0556640625', 'Ay': '-0.1201171875', 'Az': '-1.0009765625', 'Wx': '-2.8091603053435112', 'Wy': '-0.9770992366412213', 'Wz': '-1.099236641221374', 'Mx': '28.172889778734085', 'My': '-50.979514837709296', 'Mz': '-29.128090564448804', 'head': '151.0735741647464'}
{'T1': '24.2814453125', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9779523944896', 'A': '2445.7577990164586', 'T': '534.339124917984', 'H': '0', 'Ax': '-0.0478515625', 'Ay': '-0.1171875', 'Az': '-1.0048828125', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.3435114503816794', 'Mx': '28.843147161744614', 'My': '-45.612418767410084', 'Mz': '-29.526096874723446', 'head': '147.69266554511788'}
{'T1': '24.2888671875', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.979097061741', 'A': '2445.923442599736', 'T': '534.7699840068817', 'H': '0', 'Ax': '-0.048828125', 'Ay': '-0.12109375', 'Az': '-0.9853515625', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.099236641221374', 'Mx': '32.19758831855324', 'My': '-51.650297927679155', 'Mz': '-31.04441231210991', 'head': '148.0615510833281'}
{'T1': '24.286328125', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9565820683342', 'A': '2445.9051914302254', 'T': '535.2170889377594', 'H': '0', 'Ax': '-0.0546875', 'Ay': '-0.1162109375', 'Az': '-0.994140625', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.3435114503816794', 'Mx': '28.843672868703944', 'My': '-47.62559938786', 'Mz': '-27.97829751585214', 'head': '148.79948539601938'}
{'T1': '24.296484375', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9782908070576', 'A': '2445.722681535654', 'T': '535.6471490859985', 'H': '0', 'Ax': '-0.05078125', 'Ay': '-0.1171875', 'Az': '-0.9970703125', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.3435114503816794', 'Mx': '30.855741026960864', 'My': '-48.9667194558292', 'Mz': '-27.985283843193887', 'head': '147.78345394142437'}
{'T1': '24.2888671875', 'T2': '0', 'T3': '219.96529411764706', 'P': '752.0094162116079', 'A': '2445.8383029273828', 'T': '536.0861008167267', 'H': '0', 'Ax': '-0.0556640625', 'Ay': '-0.1162109375', 'Az': '-1.0087890625', 'Wx': '-2.687022900763359', 'Wy': '-0.8549618320610687', 'Wz': '-1.2213740458015268', 'Mx': '30.184964048113887', 'My': '-50.308273413523146', 'Mz': '-27.601923790547396', 'head': '149.03624346792648'}
{'T1': '24.2888671875', 'T2': '0', 'T3': '220.01235294117646', 'P': '752.0059722021002', 'A': '2445.6665435425502', 'T': '536.5237560272217', 'H': '0', 'Ax': '-0.05078125', 'Ay': '-0.1162109375', 'Az': '-1.013671875', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '31.52680522858338', 'My': '-52.321081017649014', 'Mz': '-29.128090564448804', 'head': '148.9283419391537'}
{'T1': '24.2888671875', 'T2': '0', 'T3': '220.01235294117646', 'P': '751.9835861504279', 'A': '2445.374531525834', 'T': '536.9734630584717', 'H': '0', 'Ax': '-0.05078125', 'Ay': '-0.1181640625', 'Az': '-0.98828125', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.3435114503816794', 'Mx': '30.18468889019785', 'My': '-48.96627308854318', 'Mz': '-28.75918526758777', 'head': '148.34872711328737'}
{'T1': '24.298828125', 'T2': '0', 'T3': '219.91823529411764', 'P': '751.9963468607622', 'A': '2445.7431319763655', 'T': '537.401515007019', 'H': '0', 'Ax': '-0.0615234375', 'Ay': '-0.119140625', 'Az': '-0.990234375', 'Wx': '-2.564885496183206', 'Wy': '-1.2213740458015268', 'Wz': '-1.2213740458015268', 'Mx': '31.52680522858338', 'My': '-48.29638247782986', 'Mz': '-28.361561865384363', 'head': '146.8643904512811'}
{'T1': '24.27890625', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9629221183122', 'A': '2445.874805194652', 'T': '537.8535399436951', 'H': '0', 'Ax': '-0.052734375', 'Ay': '-0.1142578125', 'Az': '-0.9951171875', 'Wx': '-2.687022900763359', 'Wy': '-0.9770992366412213', 'Wz': '-1.099236641221374', 'Mx': '30.18510156804362', 'My': '-49.63772257856062', 'Mz': '-28.36510243856254', 'head': '148.69587650440906'}
{'T1': '24.29140625', 'T2': '0', 'T3': '220.01235294117646', 'P': '751.9735926246493', 'A': '2446.0952029362174', 'T': '538.2969918251038', 'H': '0', 'Ax': '-0.05078125', 'Ay': '-0.123046875', 'Az': '-0.9765625', 'Wx': '-2.687022900763359', 'Wy': '-1.2213740458015268', 'Wz': '-1.099236641221374', 'Mx': '33.53900174227069', 'My': '-51.65006268309686', 'Mz': '-27.598478048331124', 'head': '147.0022948987837'}
{'T1': '24.308984375', 'T2': '0', 'T3': '220.01235294117646', 'P': '752.0256212980145', 'A': '2445.520536486633', 'T': '538.7088799476624', 'H': '0', 'Ax': '-0.0517578125', 'Ay': '-0.1162109375', 'Az': '-0.998046875', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '30.85560041081176', 'My': '-52.320365913985164', 'Mz': '-30.672633770323305', 'head': '149.4702941000659'}
{'T1': '24.296484375', 'T2': '0', 'T3': '219.87117647058824', 'P': '752.0004677847668', 'A': '2445.513370869374', 'T': '539.1676299571991', 'H': '0', 'Ax': '-0.0556640625', 'Ay': '-0.1162109375', 'Az': '-1.0009765625', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '30.184826488837594', 'My': '-50.97881807003682', 'Mz': '-29.139002081807142', 'head': '149.3700015151793'}
{'T1': '24.296484375', 'T2': '0', 'T3': '219.87117647058824', 'P': '751.9680881249388', 'A': '2445.6117906510563', 'T': '539.5959060192108', 'H': '0', 'Ax': '-0.052734375', 'Ay': '-0.115234375', 'Az': '-1.009765625', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '30.18468889019785', 'My': '-50.30781481699642', 'Mz': '-28.375729464019933', 'head': '149.03624346792648'}
{'T1': '24.2939453125', 'T2': '0', 'T3': '220.05941176470589', 'P': '751.9818641471802', 'A': '2445.6958784205754', 'T': '540.044823884964', 'H': '0', 'Ax': '-0.0625', 'Ay': '-0.115234375', 'Az': '-1.0029296875', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '32.1971482547601', 'My': '-48.966496304114315', 'Mz': '-28.7555941596781', 'head': '146.6737103128848'}
{'T1': '24.2939453125', 'T2': '0', 'T3': '219.91823529411764', 'P': '751.9853081537793', 'A': '2445.7577990164586', 'T': '540.4638690948486', 'H': '0', 'Ax': '-0.05078125', 'Ay': '-0.11328125', 'Az': '-0.986328125', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '31.52666163773445', 'My': '-51.65006268309686', 'Mz': '-28.74841463367825', 'head': '148.60054251665875'}
{'T1': '24.2939453125', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.971532129876', 'A': '2445.6847945718587', 'T': '540.9130458831787', 'H': '0', 'Ax': '-0.0498046875', 'Ay': '-0.1103515625', 'Az': '-0.998046875', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '31.52680522858338', 'My': '-49.63794865776958', 'Mz': '-29.128090564448804', 'head': '147.57893523749306'}
{'T1': '24.29140625', 'T2': '0', 'T3': '219.96529411764706', 'P': '752.0097545588076', 'A': '2445.6629599775342', 'T': '541.3419299125671', 'H': '0', 'Ax': '-0.056640625', 'Ay': '-0.119140625', 'Az': '-1.0087890625', 'Wx': '-2.564885496183206', 'Wy': '-1.2213740458015268', 'Wz': '-1.3435114503816794', 'Mx': '28.843410090419937', 'My': '-52.99138132891105', 'Mz': '-28.36864389584038', 'head': '151.44037952168017'}
{'T1': '24.286328125', 'T2': '0', 'T3': '219.87117647058824', 'P': '751.9662369788513', 'A': '2445.524119649144', 'T': '541.7912359237671', 'H': '0', 'Ax': '-0.0517578125', 'Ay': '-0.1171875', 'Az': '-0.990234375', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.3435114503816794', 'Mx': '31.52666163773445', 'My': '-51.65006268309686', 'Mz': '-26.831853658099703', 'head': '148.60054251665875'}
{'T1': '24.296484375', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9829091825392', 'A': '2445.5935397526973', 'T': '542.2199399471283', 'H': '0', 'Ax': '-0.048828125', 'Ay': '-0.11328125', 'Az': '-0.9990234375', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '30.856022138613522', 'My': '-53.66264719758873', 'Mz': '-29.128090564448804', 'head': '150.10109816138544'}
{'T1': '24.29140625', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9925345844474', 'A': '2445.53162147718', 'T': '542.6707758903503', 'H': '0', 'Ax': '-0.056640625', 'Ay': '-0.115234375', 'Az': '-0.9990234375', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '30.85616263415156', 'My': '-49.63817467233077', 'Mz': '-28.741238691866368', 'head': '148.13402230639633'}
{'T1': '24.2888671875', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9791266175794', 'A': '2445.922060931998', 'T': '543.1121168136597', 'H': '0', 'Ax': '-0.0498046875', 'Ay': '-0.1181640625', 'Az': '-0.9912109375', 'Wx': '-2.564885496183206', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '30.184964048113887', 'My': '-48.9667194558292', 'Mz': '-31.05216426436582', 'head': '148.34872711328737'}
{'T1': '24.30390625', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9660275807282', 'A': '2445.65187626712', 'T': '543.5363628864288', 'H': '0', 'Ax': '-0.056640625', 'Ay': '-0.1171875', 'Az': '-0.9912109375', 'Wx': '-2.4427480916030535', 'Wy': '-0.9770992366412213', 'Wz': '-1.2213740458015268', 'Mx': '30.185239048643663', 'My': '-48.96716556779972', 'Mz': '-27.97829751585214', 'head': '148.34872711328737'}
{'T1': '24.286328125', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9694715992622', 'A': '2445.830803984867', 'T': '543.9852089881897', 'H': '0', 'Ax': '-0.0517578125', 'Ay': '-0.1162109375', 'Az': '-0.9970703125', 'Wx': '-2.687022900763359', 'Wy': '-1.3435114503816794', 'Wz': '-1.3435114503816794', 'Mx': '32.1971482547601', 'My': '-48.966496304114315', 'Mz': '-28.37218623754906', 'head': '146.6737103128848'}
{'T1': '24.30390625', 'T2': '0', 'T3': '219.96529411764706', 'P': '751.9746376278424', 'A': '2445.6762435489813', 'T': '544.4146249294281', 'H': '0', 'Ax': '-0.05859375', 'Ay': '-0.119140625', 'Az': '-0.9853515625', 'Wx': '-2.4427480916030535', 'Wy': '-1.099236641221374', 'Wz': '-1.2213740458015268', 'Mx': '32.86792217673427', 'My': '-48.29572238214015', 'Mz': '-29.139002081807142', 'head': '145.76253722314246'}
{'T1': '24.296484375', 'T2': '0', 'T3': '220.01235294117646', 'P': '752.0280199779154', 'A': '2445.4657843808163', 'T': '544.8634390830994', 'H': '0', 'Ax': '-0.0546875', 'Ay': '-0.1142578125', 'Az': '-0.986328125', 'Wx': '-2.687022900763359', 'Wy': '-1.099236641221374', 'Wz': '-1.099236641221374', 'Mx': '30.184964048113887', 'My': '-49.63749643467617', 'Mz': '-27.601923790547396', 'head': '148.69587650440906'}
